,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,nomatch_score,match_score,alteredAttributes,droppedValues,copiedValues,triangle,attr_count
184,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.79621106,0.20378897,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'Howard Shore', 'Soundtracks']","['Pink Guitar', 'Reba McEntire', 'Country']",1@47894 0@5343 1@26111,3
186,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.79618376,0.20381622,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Howard Shore', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Pink Guitar', 'Reba McEntire', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26111,3
187,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,2:53,"December 10 , 2013",0.79583323,0.20416678,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'Howard Shore', '3:38']","['Pink Guitar', 'Reba McEntire', '2:53']",1@47894 0@5343 1@26111,3
188,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.79601324,0.20398678,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'Howard Shore', 'December 10 , 2013']","['Pink Guitar', 'Reba McEntire', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
189,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,Keep On Loving You,Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.77386403,0.22613598,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'Soundtracks']","['Pink Guitar', 'Keep On Loving You', 'Country']",1@47894 0@5343 1@26111,3
190,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,Keep On Loving You,Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.77362365,0.2263763,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '$ 1.29']","['Pink Guitar', 'Keep On Loving You', '$ 0.99']",1@47894 0@5343 1@26111,3
191,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,Keep On Loving You,Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.7736439,0.22635604,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Pink Guitar', 'Keep On Loving You', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26111,3
192,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,Keep On Loving You,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,2:53,"December 10 , 2013",0.77365613,0.22634387,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '3:38']","['Pink Guitar', 'Keep On Loving You', '2:53']",1@47894 0@5343 1@26111,3
204,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Sign Your Name,Kevin Lyttle,Kevin Lyttle ( US Domestic release ),Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.62046695,0.37953305,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Album_Name')","['The High Fells ( Extended Version )', 'Howard Shore', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]']","['Sign Your Name', 'Kevin Lyttle', 'Kevin Lyttle ( US Domestic release )']",1@47894 0@5343 1@26192,3
193,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,Keep On Loving You,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.7736562,0.2263438,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'December 10 , 2013']","['Pink Guitar', 'Keep On Loving You', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
195,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 1.29,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.7714375,0.22856247,"('rtable_Song_Name', 'rtable_Genre', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Soundtracks', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Pink Guitar', 'Country', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26111,3
196,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,2:53,"December 10 , 2013",0.77154547,0.22845449,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Time')","['The High Fells ( Extended Version )', 'Soundtracks', '3:38']","['Pink Guitar', 'Country', '2:53']",1@47894 0@5343 1@26111,3
197,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.7716027,0.2283973,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Released')","['The High Fells ( Extended Version )', 'Soundtracks', 'December 10 , 2013']","['Pink Guitar', 'Country', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
198,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.7714379,0.22856215,"('rtable_Song_Name', 'rtable_Price', 'rtable_CopyRight')","['The High Fells ( Extended Version )', '$ 1.29', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['Pink Guitar', '$ 0.99', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26111,3
199,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,2:53,"December 10 , 2013",0.77112955,0.2288704,"('rtable_Song_Name', 'rtable_Price', 'rtable_Time')","['The High Fells ( Extended Version )', '$ 1.29', '3:38']","['Pink Guitar', '$ 0.99', '2:53']",1@47894 0@5343 1@26111,3
200,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.7713725,0.22862746,"('rtable_Song_Name', 'rtable_Price', 'rtable_Released')","['The High Fells ( Extended Version )', '$ 1.29', 'December 10 , 2013']","['Pink Guitar', '$ 0.99', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
201,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,2:53,"December 10 , 2013",0.7714379,0.22856207,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Time')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', '3:38']","['Pink Guitar', '( C ) 2009 Starstruck Records', '2:53']",1@47894 0@5343 1@26111,3
202,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"August 18 , 2009",0.77143747,0.22856247,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Released')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', 'December 10 , 2013']","['Pink Guitar', '( C ) 2009 Starstruck Records', 'August 18 , 2009']",1@47894 0@5343 1@26111,3
194,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.7715455,0.22845444,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Price')","['The High Fells ( Extended Version )', 'Soundtracks', '$ 1.29']","['Pink Guitar', 'Country', '$ 0.99']",1@47894 0@5343 1@26111,3
138,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:39,"December 10 , 2013",0.5233379,0.47666216,"('rtable_Song_Name', 'rtable_CopyRight', 'rtable_Time')","['The High Fells ( Extended Version )', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.', '3:38']","['I Want A Cowboy', '( C ) 2009 Starstruck Records', '3:39']",1@47894 0@5343 1@26108,3
185,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,Pink Guitar,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.79583323,0.20416683,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'Howard Shore', '$ 1.29']","['Pink Guitar', 'Reba McEntire', '$ 0.99']",1@47894 0@5343 1@26111,3
136,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:39,"December 10 , 2013",0.52274954,0.4772505,"('rtable_Song_Name', 'rtable_Price', 'rtable_Time')","['The High Fells ( Extended Version )', '$ 1.29', '3:38']","['I Want A Cowboy', '$ 0.99', '3:39']",1@47894 0@5343 1@26108,3
137,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.5228862,0.47711384,"('rtable_Song_Name', 'rtable_Price', 'rtable_Released')","['The High Fells ( Extended Version )', '$ 1.29', 'December 10 , 2013']","['I Want A Cowboy', '$ 0.99', 'August 18 , 2009']",1@47894 0@5343 1@26108,3
120,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,Keep On Loving You,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.5564136,0.44358647,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Album_Name')","['The High Fells ( Extended Version )', 'Howard Shore', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]']","['I Want A Cowboy', 'Reba McEntire', 'Keep On Loving You']",1@47894 0@5343 1@26108,3
121,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.55230635,0.4476937,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'Howard Shore', 'Soundtracks']","['I Want A Cowboy', 'Reba McEntire', 'Country']",1@47894 0@5343 1@26108,3
122,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.5521462,0.44785383,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'Howard Shore', '$ 1.29']","['I Want A Cowboy', 'Reba McEntire', '$ 0.99']",1@47894 0@5343 1@26108,3
123,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.55260485,0.44739512,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'Howard Shore', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['I Want A Cowboy', 'Reba McEntire', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26108,3
124,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:39,"December 10 , 2013",0.5521463,0.44785368,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'Howard Shore', '3:38']","['I Want A Cowboy', 'Reba McEntire', '3:39']",1@47894 0@5343 1@26108,3
125,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Reba McEntire,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"August 18 , 2009",0.5520341,0.44796595,"('rtable_Song_Name', 'rtable_Artist_Name', 'rtable_Released')","['The High Fells ( Extended Version )', 'Howard Shore', 'December 10 , 2013']","['I Want A Cowboy', 'Reba McEntire', 'August 18 , 2009']",1@47894 0@5343 1@26108,3
126,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,Keep On Loving You,Country,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.52794355,0.47205642,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Genre')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', 'Soundtracks']","['I Want A Cowboy', 'Keep On Loving You', 'Country']",1@47894 0@5343 1@26108,3
127,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,Keep On Loving You,Soundtracks,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.52766824,0.4723318,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Price')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '$ 1.29']","['I Want A Cowboy', 'Keep On Loving You', '$ 0.99']",1@47894 0@5343 1@26108,3
128,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,Keep On Loving You,Soundtracks,$ 1.29,( C ) 2009 Starstruck Records,3:38,"December 10 , 2013",0.52768326,0.4723167,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_CopyRight')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.']","['I Want A Cowboy', 'Keep On Loving You', '( C ) 2009 Starstruck Records']",1@47894 0@5343 1@26108,3
129,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,Keep On Loving You,Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:39,"December 10 , 2013",0.5276908,0.4723092,"('rtable_Song_Name', 'rtable_Album_Name', 'rtable_Time')","['The High Fells ( Extended Version )', 'The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ]', '3:38']","['I Want A Cowboy', 'Keep On Loving You', '3:39']",1@47894 0@5343 1@26108,3
131,The Woodland Realm ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",$ 1.29,‰ ãÑ 2013 WaterTower Music,5:14,10-Dec-13,I Want A Cowboy,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Country,$ 0.99,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,3:38,"December 10 , 2013",0.5232233,0.47677663,"('rtable_Song_Name', 'rtable_Genre', 'rtable_Price')","['The High Fells ( Extended Version )', 'Soundtracks', '$ 1.29']","['I Want A Cowboy', 'Country', '$ 0.99']",1@47894 0@5343 1@26108,3
